term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
salchichero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Salchichero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Salchichero
eviscerador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Eviscerador de pescado,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Eviscerador
artesana,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Artesana de amasijos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Artesana
amasijos,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Artesana de amasijos | Confitero de amasijos y dulces tradicionales | Preparador de amasijos y dulces tradicionales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,1,1,False,0.0,False,False,amasijos
chocolate,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Batidor de chocolate | Batidor elaboración chocolate | Moldeador de elaboración de chocolate,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,4,1,1,False,0.0,False,False,chocolate
bizcochero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Bizcochero | Panadero bizcochero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,True,0.5,False,False,"Bizcochero, bizcochero"
chocolatero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Chocolatero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Chocolatero
confitero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Confitero | Confitero de amasijos y dulces tradicionales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,True,1.0,False,False,Confitero
dulcera,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Dulcera tradicional,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Dulcera
galletero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Galletero | Panadero galletero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,True,0.5,False,False,"Galletero, galletero"
galletas,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Hornero de galletas | Hornero elaboración galletas | Operario fabricación galletas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,1,1,False,0.0,False,False,galletas
levadura,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de fabricación de levadura,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,levadura
panadero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Panadero | Panadero bizcochero | Panadero galletero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,4,1,1,True,1.0,False,False,Panadero
pizzero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Pizzero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Pizzero
repostero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Repostero | Repostero pastelería,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,True,1.0,False,False,Repostero
almibares,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Trabajador de preparación de almíbares de frutas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,almíbares
mermeladas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Trabajador de preparación de mermeladas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,mermeladas
panela,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Amasador de panela | Arrumador de panela | Atizador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,27,1,1,False,0.0,False,False,panela
arrumador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Arrumador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Arrumador
atizador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Atizador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Atizador
bagazero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Bagazero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Bagazero
brequero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Brequero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Brequero
ramada,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Cabo de ramada,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,ramada
canatero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Cañatero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Cañatero
coquero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Coquero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Coquero
cuatrero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Cuatrero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Cuatrero
descachazador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Descachazador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Descachazador
gaverero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Gaverero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Gaverero
guarapero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Guarapero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Guarapero
hornillero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Hornillero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Hornillero
melador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Melador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Melador
melero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Melero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Melero
mete,7,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Mete caña,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,1.0,False,False,Mete
moldero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Moldero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Moldero
moledor,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Moledor de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Moledor
molendero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Molendero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Molendero
moliendero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Moliendero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Moliendero
platillero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Platillero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Platillero
prensero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Prensero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Prensero
punteador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Punteador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Punteador
trapichero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Trapichero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Trapichero
mantequillero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Mantequillero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Mantequillero
quesos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Procesador de quesos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,quesos
quesero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Quesero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Quesero
alambiquera,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Alambiquera,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Alambiquera
almazarero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Almazarero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Almazarero
chichera,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Chichera,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Chichera
encurtidos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Elaborador de encurtidos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,encurtidos
mermelada,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Elaborador de mermelada,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,mermelada
encurtidora,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Encurtidora,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Encurtidora
nequera,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ñequera,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Ñequera
chutney,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de elaboración de chutney,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,chutney
