CuocCode,Level1,Descripcion,Nombre,Primario
74121,7,"Instalan, mantienen, prueban y reparan sistemas eléctricos de aeronavegación, componentes eléctricos de vehículos automotores, redes eléctricas, equipos de generación eléctrica, subestaciones, transformadores, sistemas de distribución y transmisión de energía, controles y tableros eléctricos. Se pueden desempeñar en establecimientos industriales, empresas de mantenimiento, aeronáutica, aerolíneas, fuerzas armadas, compañías de transmisión y distribución de energía eléctrica, entre otros.",Electricistas industriales,7412
74122,7,"Instalan, montan, ajustan, diagnostican y reparan electrodomésticos en edificios, residencias y establecimientos comerciales. Se pueden desempeñar en talleres de mantenimiento de línea blanca, empresas fabricantes, entre otros.",Reparadores de aparatos electrodomésticos,7412
74123,7,"Instalan, montan, ajustan y reparan maquinaria eléctrica, motores eléctricos, transformadores, interruptores, ascensores, escaleras automáticas y otros aparatos. Se pueden desempeñar en talleres de reparación eléctrica, plantas manufactureras, fabricantes de equipo y maquinaria industrial, entre otros.",Mecánicos electricistas,7412
74130,7,"Instalan, construyen y reparan líneas aéreas y subterráneas de sistemas de distribución, transmisión y suministro de energía eléctrica. Se pueden desempeñar en empresas de servicios públicos, compañías de generación, transmisión y distribución de energía, entre otros.",Instaladores y reparadores de líneas eléctricas,7413
74210,7,"Instalan, mantienen, ajustan, diagnostican y reparan dispositivos electrónicos tales como señales de tráfico, sistemas de aeronavegación, equipos audiovisuales, máquinas tragamonedas, expendedoras comerciales, y demás mecanismos electrónicos. Se pueden desempeñar en talleres de mantenimiento electrónico, compañías de aeronáutica, aerolíneas, entre otros.","Ajustadores, reparadores e instaladores en electrónica",7421
74221,7,"Instalan, reparan y mantienen líneas y redes de telecomunicaciones, transmisión de datos, cables, antenas y conductos. Se pueden desempeñar en compañías de telecomunicaciones, proveedores de infraestructura de telecomunicaciones, entre otros.",Técnicos instaladores de redes y líneas de telecomunicaciones,7422
74222,7,"Apoyan labores relacionadas con Instalación, prueba, mantenimiento y reparación de equipos de cómputo, periféricos, líneas y redes de telecomunicaciones. Se pueden desempeñar en compañías de telecomunicación, proveedores de infraestructura de telecomunicaciones, entre otros.","Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones",7422
74223,7,"Instalan, mantienen y reparan sistemas de transmisión, distribución y señal de televisión por cable y equipos asociados, en residencias e instalaciones comerciales. Se pueden desempeñar en empresas de servicio de TV por cable, entre otros.",Operarios de mantenimiento y servicio de televisión por cable,7422
75110,7,"Sacrifican animales, limpian y preparan cortes, retiran huesos, conservan carne, pollo, pescado y otros productos cárnicos secándolos, salándolos o ahumándolos. Se pueden desempeñar en supermercados, carnicerías, pescaderías, establecimientos de sacrificio, preparación y empaque de carne y aves, entre otros.","Carniceros, pescaderos y afines",7511
75121,7,"Elaboran diversas clases de pan, pasteles, galletas y otros productos a base de harina, al igual que chocolates, dulces elaborados a mano, para su comercialización y confites en general. Se pueden desempeñar en panaderías, supermercados, hoteles, restaurantes y fabricas entre otros.","Panaderos, pasteleros y confiteros",7512
75122,7,"Transforman la caña panelera en productos como panela, jugos concentrados, mieles, dulcería. Manejan los procesos de calentamiento, molienda y limpieza de jugos de caña, concentración, inversión de mieles, estabilización, moldeo y terminado de panela, secado y cernido de panelas granuladas. Inspeccionan la calidad del producto y materias primas, realizan acciones de limpieza y desinfección de plantas, herramientas y equipos para el proceso y mantienen el suministro de calor al sistema de pailas. Se pueden desempeñar en fábricas de producción de panela, trapiches, centros de acopio de panela, centrales de mieles, unidades de apoyo técnico, entre otros.",Transformadores de caña panelera,7512
75130,7,"Operan maquinaria y equipos para elaborar y empacar productos derivados lácteos como mantequilla, crema, queso, yogurt, helados y otros productos lácticos. Se pueden desempeñar en plantas de procesamiento de lácteos, queserías, entre otros.",Operarios de la elaboración de productos lácteos,7513
75140,7,"Preparan o conservan frutas, nueces y alimentos relacionados de varias maneras, incluyendo: cocción, secado y salazón o extracción de jugo (zumo) o aceite, operan maquinaria de control de proceso multifuncional o máquinas de función simple para elaborar conservas, deshidratación, fermentación, entre otros de alimentos y bebidas. Se pueden desempeñar en plantas de procesamiento de frutas y verduras, entre otros.","Operarios de la conservación de frutas, legumbres, verduras y afines",7514
75150,7,"Inspeccionan, prueban y clasifican productos agrícolas, acuícolas, alimentos y bebidas en diversas fases de elaboración para garantizar la conformidad con los estándares de calidad. Se pueden desempeñar en plantas de procesamiento de frutas, vegetales, lecherías, panaderías, ingenios, plantas procesadoras de carne y pescado, cervecerías, entre otros.",Catadores y clasificadores de alimentos y bebidas,7515
75160,7,"Clasifican, curan, secan y preparan hojas de tabaco para la fabricación manual de diversos productos como picaduras, cigarros y artículos relacionados. Se pueden desempeñar en empresas fabricantes de cigarrillos, tabacaleras, entre otros.",Preparadores y elaboradores de cigarros y productos del tabaco,7516
75210,7,"Operan, controlan y mantienen equipos y máquinas como aserradoras, cepilladoras, trozadoras, cortadoras, desbastadoras, secadoras, hornos y tanques para el tratamiento de madera en diferentes tamaños y grosores, igualmente, clasifican, preservan y separan la madera de acuerdo con estándares de calidad. Se pueden desempeñar en aserraderos, plantas de tratamiento y procesamiento de madera, entre otros.",Operarios del tratamiento de la madera,7521
75220,7,"Fabrican, decoran y reparan muebles, gabinetes, elementos de vehículos, equipos, plantillas, maquetas, accesorios y otros productos de madera utilizando máquinas de cortar, moldear, ensamblar, labrar madera y herramientas manuales de uso especial. Se pueden desempeñar en talleres de madera, fabricas de muebles, entre otros.",Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca),7522
75230,7,"Preparan, programan, operan y atienden máquinas, equipos, herramientas y aparatos de precisión que se utilizan para aserrar, limar, cepillar, perforar, tornear y tallar con el fin de fabricar o reparar piezas de madera para muebles, accesorios y otros productos. Se pueden desempeñar en fábricas de muebles, empresas de fabricación productos de madera, entre otros.",Ajustadores y operadores de máquinas para trabajar madera,7523
75310,7,"Confeccionan, ajustan, modifican o reparan prendas de vestir, artículos y accesorios hechas a mano o máquinas de coser. Confeccionan a medida prendas como trajes, abrigos y vestidos o hacen sombreros con telas, cueros finos, pieles y otros materiales, según las especificaciones de los clientes y de los fabricantes de prendas de vestir. Se pueden desempeñar en talleres de modistería, sastrería, empresas de confección, entre otros.","Sastres, modistos, peleteros y sombrereros",7531
75321,7,"Crean patrones para la producción de prendas de vestir, calzado, marroquinería y otros productos textiles, cuero o piel, y escalan patrones, verifican prototipos y gradúan tallas para prendas de vestir y calzado. Se pueden desempeñar en fábricas de productos textiles, confección, calzado, marroquinería, entre otros.","Patronistas de productos de tela, cuero y piel",7532
75322,7,"Trazan, tienden, marcan, cortan y recortan tela, cuero y piel para confeccionar prendas de vestir, partes para calzado, marroquinería y otros artículos relacionados siguiendo patrones o especificaciones. Se pueden desempeñar en fábricas de confección textil, peleterías, fábricas de calzado, marroquinería, entre otros.","Cortadores de tela, cuero y piel",7532
75330,7,"Cosen, reparan, renuevan y bordan prendas de vestir, guantes u otros productos de tela, cuero finos y otros materiales; confeccionan velas para barcos, carpas, toldos y otros artículos de lona impermeable. Su trabajo lo hacen principalmente a mano, con aguja e hilo, pero pueden realizar algunas tareas con máquina de coser. Se pueden desempeñar en talleres de modistería, sastrería, empresas de confección, entre otros.","Costureros, bordadores y afines",7533
75340,7,"Instalan, reparan y sustituyen tapicerías de muebles, accesorios, artículos de ortopedia, asientos, paneles, capotas y otros elementos de automóviles utilizando tela, cuero, cuero artificial u otros materiales de tapizado. También confeccionan y arreglan cojines, edredones y colchones. Se pueden desempeñar en fábricas de muebles, empresas de colchones, talleres de restauración de muebles, empresas de tapizado automotriz, entre otros.","Tapiceros, colchoneros y afines",7534
